,correct,wrong
529,خانواده من هشت نفر دارد. پدرم مادرم و سه خواهرم و یک همسرم و یک برادرم و یک کودک من. پدرم استاد دانشگاه است هر هفته به دانشگاه میرود. پدرم در دانشگاه به دانشجویان درس میدهد. مادرم خانهدار است هر روز غذا آماده می‌کند و لباسها را میشوید ، مادرم به بازار میرود زیرا غذا و لباس میخرد. خواهر بزرگم دانشآموز است و به مدرسه میرود. و درس میخواند. وسط خواهر وسطیام همچنین دانشآموز است ، خواهر کوچکم در خانه میماند. همسرم پرستار است در بیمارستان کار می‌کند و به مدرم بیمار کمک می‌کند. برادرم دانشجوی رشته حقوق است. برادرم به دانشگاه میرود. و درس میخواند. من شغل استاد دانشگاهی را دوست دارم. زیرا به دانشجویان کمک می‌کنم. و درس میدهم. به نظر من بهترین شغل دنیا است. زیرا به کشورم کمک می‌کنم.,خانواده من هشت نفر دارد. پدرم مادرم و سه خواهرم و یک همسرم و یک برادرم و یک کودک من. شغل پدرم استاد دانشگاه است هر هفته به دانشگاه میرود. پدرم در دانشگاه به دانشجویان درس میدهد. برای کمک میکنند. مادرم خانهدار است هر روز غذا آماده می‌کند و لباسها را میشویند میشوید ، مادرم به بازار میرود زیرا غذا و لباس میخرد. خواهرم بزرگ خواهر بزرگم دانشآموز است و به مدرسه میرود. و درس میخواند. خواهرم وسط وسطی خواهر وسطیام همچنین دانشآموز است ، خواهرم کوچک خواهر کوچکم در خانه میماند. همسرم پرستار است در بیمارستان کار می‌کند و به مدرم بیمار کمک می‌کند. برادرم دانشجوی رشته حقوق است. برادرم به دانشگاه میرود. و درس میخواند. من شغل استاد دانشگاه دانشگاهی را دوست دارم. زیرا به دانشجویان کمک می‌کنم. و درس میدهم. به نظر من بهترین شغل دنیا است. استاد دانشگاه زیرا به کشورم کمک می‌کنم.
530,امروز آب و هوا قشنگ است. دانشآموزان در مدرسه استراحت میکنند. بعضی از دانشآموزان صحبت میکنند. و بعضی از آنها درس میخوانند. در مدرسه دو درخت بلند وجود دارد. وسط مدرسه پرچم ایران تکان میخورد داخل حیاط مدرسه دانشآموزان والیبال بازی میکنند. و یک نفر کاغذ را داخل سطل اشغال میاندازد. یک معلم روی صندلی نشسته است.,امروز آب و هوا قشنگ است. دانشآموزان در مدرسه استراحت میکنند. بعضی از دانشآموزان صحبت میکنند. و بعضی از آنها درس میخوانند. در مدرسه دو درختها بلند وجود دارد. وسط مدرسه پرچم ایران تکان میدهد داخل ایوان مدرسه دانشآموزان والیبال بازی میکنند. و یک نفر کاغذ داخل سطل اشغال میاندازد. یک معلم روی صندلی نشسته است.
531,دو تا درخت سبز است,دو تا درختها سبز میشوید
532,پرچم ایران روی درخت است.,پرچم ایرانی روی درخت است.
533,دو تا دختر کتاب میخوانند,دو تا دختر کتاب یاد میگیرند
534,چهارتا بچه بازی میکنند.,چهارتا بچه فرق میکنند.
535,یک بچه آب میخورد.,یک تا بچه آب میخورد.
536,استاد در اتاق کتاب میخواند,استاد در اتاق کتاب میدهد
537,من و خانوادهام با هم زندگی میکنیم. خانوادهام خیلی بزرگ است. چون من دو تا خواهر و چهار برادر دارم. پدرم پرستار در بیمارستان است. مادرم معلم بود. ولی الان خانه دار است. دو تا خواهرم کار نمیکنند. چون هر دو متاهل و خانه دار هستند. بردارم که از من یک سال بزرگتر است. او متاهل و معلم است. ولی برادرم که از من کوچکتر است. او دانشجو است. دو تا برادرم کوچکترم دانشآموز هستند.,من و خانوادهام با هم زندگی میکنیم. خانوادهام خیلی بزرگ است. چون من دو تا خواهر و چهار برادر دارم. پدرم پرستار در بیمارستان است. مادرم معلم بود. ولی الان خانه دار است. دو تا خواهرم کار نمیکنند. چون هر دو متاهل و خانه دار هستند. بردارم که از من یک سال بزرگتر است. او متاهل و معلم است. ولی برادرم که از من کوچکتر است. او دانشجو است. دو تا برادرم کوچکترین دانشآموز هستند.
538,من شغل افراد خانواده ام را دوست دارم. من دانشجو هستم و به ایران آمدم. برای ادامه تحصیل فوق لیسانس مدیریت بازرگانی چون من استاد دانشگاه میشوم و این کار را خیلی دوست دارم. به نظر من بهترین شغل معلم یا استاد است. چون همه مردم و دانشآموزان و دانشجویان به معلم نیاز دارند. هر کس در شغل خوب است. در گذشته دانشآموز بود و از معلم درس یاد میگرفت.,من شغل افراد خانواده ام را دوست دارم. من دانشجو هستم و به ایران آمدم. برای ادامه تحصیل فوق لیسانس مدیریت بازرگانی چون من استاد دانشگاه میشوم و این کار خیلی دوست دارم. به نظر من بهترین شغل که معلم یا استاد است. چون همه مردمها مردم و دانشآموزان و دانشجویان را از به معلم نیاز دارند. هر کس در شغل خوب است. در گذشته دانشآموز بود و از معلم درس یاد میگرفت.
